t,mvrv,mvrv_z
2011-04-11,2.219576528537415,1.72625524905611
2011-04-12,2.460221582175541,2.07289109102038
2011-04-13,2.672600691460236,2.36929032617617
2011-04-14,2.70292525725285,2.5838476471728002
2011-04-15,2.909839855744024,2.50961746063853
2011-04-16,2.91512721233098,2.7247225190955
2011-04-17,2.951986878696369,3.01139798091229
2011-04-18,3.176359233990555,3.04438626140937
2011-04-19,3.206584977016964,3.17070343779421
2011-04-20,3.160724647635085,2.93260849866918
2011-04-21,3.136172452237204,3.13768841238031
2011-04-22,3.358905318614072,3.83716332418911
2011-04-23,3.76081281035952,4.68189127234985
2011-04-24,4.229905925381193,4.43985515806863
2011-04-25,3.969850472063656,4.20248170533067
2011-04-26,4.027943919004461,4.77072972909276
2011-04-27,4.4657078809644855,5.03355744359289
2011-04-28,4.706372240356413,5.8954475591179705
2011-04-29,4.712283788583989,7.27945105418631
2011-04-30,5.070236143700042,8.55572252007724
2011-05-01,5.286567099287939,6.70764803607653
2011-05-02,4.94123365975517,6.7862268173992
2011-05-03,4.908680353606097,6.91126178069102
2011-05-04,4.756337367534414,6.48806851253739
2011-05-05,4.702030831740444,5.98400518270603
2011-05-06,4.592676343276047,5.91298211504285
2011-05-07,4.589924298566753,6.04571376079747
2011-05-08,4.814519108994754,6.20888697740946
2011-05-09,4.794772659301916,5.77629102139287
2011-05-10,5.42534755916698,9.04439150347995
2011-05-11,6.164827404949281,7.93569485642701
2011-05-12,5.805871939580705,8.74034326593079
2011-05-13,6.65830721139147,10.3459063019818
2011-05-14,6.70708437707894,7.53771007814991
2011-05-15,5.139077264509718,7.00167582284767
2011-05-16,5.473493675676386,7.45635419854864
2011-05-17,5.258910432185458,6.17748816990369
2011-05-18,4.830618488141156,5.33350065373084
2011-05-19,4.616538231219705,5.30766144439173
2011-05-20,4.300905469835416,3.87498147660735
2011-05-21,3.9987082076205462,4.37052056415276
2011-05-22,4.188964946594902,4.75632002780148
2011-05-23,4.536766993973604,4.87322452341749
2011-05-24,4.457729537056273,4.94008447702433
2011-05-25,4.564403880656312,5.53204503631936
2011-05-26,5.102134607614549,5.54630911564241
2011-05-27,4.864980963724535,5.11156227488646
2011-05-28,4.692324694115955,4.8767375603623595
2011-05-29,4.549647108263429,4.77846144574618
2011-05-30,4.6293549285182145,4.94064578563259
2011-05-31,4.704979464102781,4.7975703396236895
2011-06-01,4.70451246326716,5.27465437957952
2011-06-02,5.036048676589254,5.90075479786606
2011-06-03,5.819956931883633,7.72118581743831
2011-06-04,7.021929712101244,9.61346983865962
2011-06-05,7.032119127217548,7.77672583654666
2011-06-06,6.010028487780206,7.73465481696273
2011-06-07,6.034342731711378,9.75488241020044
2011-06-08,7.120452649466216,11.3024789806839
2011-06-09,6.9206855788216695,9.52578215963412
2011-06-10,5.712915545927509,6.86339815954797
2011-06-11,4.225324324388904,3.44760471759339
2011-06-12,3.200941142929247,4.58131646913271
2011-06-13,3.8762269019418953,4.52687292434102
2011-06-14,3.297149644939058,4.22825977564095
2011-06-15,3.16393278085679,4.02439025888619
2011-06-16,3.024012912732728,3.39615524445988
2011-06-17,2.47165387658937,2.78312445722967
2011-06-18,2.46128169769543,3.03494281274269
2011-06-19,2.711218601394328,3.12027973081827
2011-06-20,2.655989538165324,3.07592334302122
2011-06-21,2.678580402593272,3.09205184871645
2011-06-22,2.642526047043916,3.05567985255503
2011-06-23,2.686464869873131,3.05011389185188
2011-06-24,2.641794057170285,3.10768795685066
2011-06-25,2.6756761117467542,2.90288347880477
2011-06-26,2.523308435247537,2.45805710630044
2011-06-27,2.429487922050396,2.50531821156508
2011-06-28,2.379991597575505,2.5103282108208003
2011-06-29,2.369886461395604,2.47124243934234
2011-06-30,2.3361801598460152,2.25268222696404
2011-07-01,2.243882244326282,2.03447159387995
2011-07-02,2.168537039372848,2.03313416351097
2011-07-03,2.151572535772904,2.02983173068636
2011-07-04,2.081217807878605,1.63499437274259
2011-07-05,1.842502479331674,1.35488721753209
2011-07-06,2.00934970015245,1.8343559713992001
2011-07-07,2.095078093576302,1.85475867684069
2011-07-08,2.001957263502565,1.70311005145784
2011-07-09,1.9846344786448982,1.7166905289654402
2011-07-10,2.032628369940249,1.75123694498554
2011-07-11,1.9942454313980251,1.6511995603941099
2011-07-12,1.943975485410709,1.59802518367144
2011-07-13,1.922028587810495,1.5735957308797999
2011-07-14,1.91083342622937,1.58323558457298
2011-07-15,1.908860190143442,1.52458483061782
2011-07-16,1.866086544251587,1.4991231212201899
2011-07-17,1.82194776212202,1.36397694879109
2011-07-18,1.860684913539502,1.57096705913819
2011-07-19,1.9601922552242952,1.5812576303644899
2011-07-20,1.9757899150350782,1.55744296719478
2011-07-21,1.954374265532286,1.53660823498518
2011-07-22,1.952715938068029,1.54904109345477
2011-07-23,1.952565980915252,1.5410841340880999
2011-07-24,1.963056736967336,1.60466043439901
2011-07-25,2.013425326807887,1.60829306232591
2011-07-26,1.983487157679901,1.5623981995459801
2011-07-27,1.98309633367687,1.5604948987729
2011-07-28,1.9394297217562242,1.46108237732612
2011-07-29,1.919191050221941,1.4653759863629001
2011-07-30,1.915876259894676,1.46088773488864
2011-07-31,1.8958051338815451,1.4225227899914499
2011-08-01,1.8858227581958422,1.32612047927802
2011-08-02,1.796471548251368,1.1653777476473701
2011-08-03,1.587360680888764,0.5069441097164581
2011-08-04,1.511299281229004,0.836400744284952
2011-08-05,1.516165729148603,0.6009635322083631
2011-08-06,1.281939156338048,-0.12543108354187302
2011-08-07,1.120156294837404,0.279269184068739
2011-08-08,1.154845594135146,0.239807268993172
2011-08-09,1.383399367089643,0.5923039142962091
2011-08-10,1.487522201030077,0.7298368721282741
2011-08-11,1.4583589929713892,0.603908018265767
2011-08-12,1.38263395363846,0.6042482840007021
2011-08-13,1.413267000984611,0.7476696802281511
2011-08-14,1.544733793705912,0.901620308216002
2011-08-15,1.65615147576312,0.9748895571171751
2011-08-16,1.6296296781290192,0.929683732724987
2011-08-17,1.604374990226957,0.934847606719933
2011-08-18,1.600162534045177,0.8974930411245321
2011-08-19,1.651720257973465,1.09280893056592
2011-08-20,1.6793214582603562,1.02969787923094
2011-08-21,1.666368735980434,0.99895125590099
2011-08-22,1.631315462864455,0.9232757293828251
2011-08-23,1.611418927780576,0.9077776203519571
2011-08-24,1.598809105572197,0.8903314353349061
2011-08-25,1.493868180825992,0.57516962007914
2011-08-26,1.317522460929423,0.26812359177566103
2011-08-27,1.319564814411696,0.44792011887008804
2011-08-28,1.342761505410794,0.5576942487531541
2011-08-29,1.367696020884586,0.5358672855455431
2011-08-30,1.343252820518743,0.49692418637864105
2011-08-31,1.300811612382484,0.36581404474760904
2011-09-01,1.256876424098295,0.37506826689065503
2011-09-02,1.283136544837534,0.465827747094873
2011-09-03,1.303592111136042,0.41952678725232
2011-09-04,1.263214979128128,0.36439250223047603
2011-09-05,1.190691628331938,0.24140444006230702
2011-09-06,1.038749168322285,0.078868745279773
2011-09-07,1.073431418867194,0.14741521472135102
2011-09-08,1.064337510416978,0.012285953328448
2011-09-09,0.8562409085758641,-0.30641392548705904
2011-09-10,0.7828053764650411,-0.379824864854985
2011-09-11,0.870682070855003,-0.08542567470650701
2011-09-12,0.9904076657013231,-0.027106028182181004
2011-09-13,0.954060238117391,-0.07888595216221801
2011-09-14,0.91547254717404,-0.139762433063147
2011-09-15,0.841969906891565,-0.300882939032721
2011-09-16,0.786504309650889,-0.29637959426745203
2011-09-17,0.784824716836453,-0.305788166835194
2011-09-18,0.7960246127738461,-0.19798530598562503
2011-09-19,0.8463178732192591,-0.13395217556754
2011-09-20,0.9690479991116091,0.002285203078593
2011-09-21,0.9417835195780001,-0.100490547896339
2011-09-22,0.906094111726882,-0.13990638481053902
2011-09-23,0.9091933254508011,-0.12067467017216502
2011-09-24,0.9013085349315251,-0.14041365564385502
2011-09-25,0.8912112906791371,-0.170044411755254
2011-09-26,0.840557014571747,-0.26750692412730803
2011-09-27,0.809352740005825,-0.30291754650220404
2011-09-28,0.7969846551855,-0.301789630839262
2011-09-29,0.7847116966919361,-0.28376168712826805
2011-09-30,0.8228276472436951,-0.20231630751339302
2011-10-01,0.835375676597494,-0.22844365882129702
2011-10-02,0.832369553726046,-0.23079226235448902
2011-10-03,0.8259165133184091,-0.22381762189932
2011-10-04,0.8271023707816181,-0.23778419377971802
2011-10-05,0.8164064978128971,-0.255125664354941
2011-10-06,0.7907521984428001,-0.286430696267272
2011-10-07,0.7586884862405011,-0.39086984152228704
2011-10-08,0.681961370261116,-0.451016983328195
2011-10-09,0.697348085824766,-0.42438681360385705
2011-10-10,0.6917029161858861,-0.43591838499532204
2011-10-11,0.671146005703189,-0.43762515160033205
2011-10-12,0.6783503904744751,-0.400865973095397
2011-10-13,0.692426250129596,-0.431286027471718
2011-10-14,0.6817620170510651,-0.442983469591525
2011-10-15,0.665229450378874,-0.475974795321398
2011-10-16,0.6399243218121311,-0.531512836790309
2011-10-17,0.506079233195961,-0.749919702357098
2011-10-18,0.45155423989360705,-0.800153626718278
2011-10-19,0.39998169495601604,-0.8300573369167861
2011-10-20,0.399227308629434,-0.801467155380944
2011-10-21,0.43957948709594,-0.7491520717317891
2011-10-22,0.507312106625991,-0.58922532490675
2011-10-23,0.5398456498055321,-0.6074219986867321
2011-10-24,0.507662266434148,-0.753582957902709
2011-10-25,0.475267905805528,-0.697357220612234
2011-10-26,0.480026903010331,-0.690240640518603
2011-10-27,0.501491082697978,-0.644231355701126
2011-10-28,0.5436252204820731,-0.596702871543491
2011-10-29,0.617398011956624,-0.49669284873886405
2011-10-30,0.608204162700263,-0.5781222595875051
2011-10-31,0.558363970576487,-0.581834696881221
2011-11-01,0.564826395990743,-0.607871061332248
2011-11-02,0.5658802966216401,-0.5788817000322061
2011-11-03,0.567119831754007,-0.5948231763601151
2011-11-04,0.557378786410278,-0.6071894348407081
2011-11-05,0.5380471919677821,-0.642179451076061
2011-11-06,0.523534462675434,-0.642888409441421
2011-11-07,0.5275710259870471,-0.6336488990390721
2011-11-08,0.543663469459659,-0.624373547237413
2011-11-09,0.547294361498555,-0.60583725864101
2011-11-10,0.529528125944266,-0.62754072027521
2011-11-11,0.532994197909038,-0.5740604277854281
2011-11-12,0.5573687501023781,-0.584524850547229
2011-11-13,0.548950453852395,-0.5955546843661911
2011-11-14,0.461295476286864,-0.796718664918668
2011-11-15,0.42511880558784204,-0.7553600310981351
2011-11-16,0.475452435619286,-0.615782204567437
2011-11-17,0.45138921391139303,-0.6799440437778621
2011-11-18,0.44387393982389306,-0.697920181931033
2011-11-19,0.43564483529291503,-0.684351256045406
2011-11-20,0.455750229614427,-0.683552364366885
2011-11-21,0.44450475072563705,-0.660668221654334
2011-11-22,0.45972052620789006,-0.652919852496583
2011-11-23,0.46668081476261003,-0.647972050091696
2011-11-24,0.47511989186012504,-0.626590896011748
2011-11-25,0.49374234196201505,-0.6125116650398551
2011-11-26,0.49898102081987106,-0.612825013584408
2011-11-27,0.493975140892548,-0.6119080818962911
2011-11-28,0.510824817668613,-0.582991467722344
2011-11-29,0.5667822751163101,-0.530172050215135
2011-11-30,0.5761415331887471,-0.49334752169210805
2011-12-01,0.6157785987884931,-0.46034021588383806
2011-12-02,0.6242016821887311,-0.45734498791642103
2011-12-03,0.611538976076333,-0.5232724031293551
2011-12-04,0.5605141567611011,-0.5186354890625561
2011-12-05,0.582560514270793,-0.512797384028103
2011-12-06,0.603018150208631,-0.47074017069077306
2011-12-07,0.609607648199465,-0.47330014516294805
2011-12-08,0.603829581022406,-0.473597938380427
2011-12-09,0.609149236028907,-0.48359769438641903
2011-12-10,0.6108013282423941,-0.45863928356107
2011-12-11,0.6540029399464411,-0.41320157767533705
2011-12-12,0.654242708693972,-0.43018858748055105
2011-12-13,0.653656322570428,-0.41276123630576306
2011-12-14,0.6459587577056001,-0.443800634248373
2011-12-15,0.647500758093822,-0.422649261893691
2011-12-16,0.651210242095913,-0.42438562678725106
2011-12-17,0.653476010583233,-0.42447466427759906
2011-12-18,0.65491951389249,-0.42670832199017
2011-12-19,0.688279926993672,-0.34444939956643905
2011-12-20,0.810034611400757,-0.23369850536492
2011-12-21,0.803170136556639,-0.260500147513442
2011-12-22,0.7875808865362091,-0.25540265500506
2011-12-23,0.7948507005539991,-0.24927118294262102
2011-12-24,0.7967323426210241,-0.24931450197482702
2011-12-25,0.836314400331134,-0.17511612931745302
2011-12-26,0.822703465712,-0.23553967419597102
2011-12-27,0.8151231258499341,-0.20643226112734503
2011-12-28,0.8386193135401001,-0.18800362940926102
2011-12-29,0.854517039480699,-0.18876228981095503
2011-12-30,0.8510918340345791,-0.17273431001703202
2011-12-31,0.9033895391716591,-0.052625663592552004
2012-01-01,0.9986696712016301,0.087925953372504
2012-01-02,1.07079670996919,0.073633073476112
2012-01-03,1.017110708143302,-0.01798728786542
2012-01-04,1.033991330467849,0.16528802076461202
2012-01-05,1.230959178320018,0.513917323196032
2012-01-06,1.351158039890669,0.430608650220535
2012-01-07,1.320201872515127,0.459079113577587
2012-01-08,1.3790341508333461,0.5385987701020031
2012-01-09,1.307740857334629,0.289849495701731
2012-01-10,1.254291703848027,0.35248055243853205
2012-01-11,1.325043144110995,0.46663533096632
2012-01-12,1.316529021659782,0.39710869745652
2012-01-13,1.286693306906373,0.335814778768725
2012-01-14,1.263278932643461,0.41757495355018803
2012-01-15,1.326999478633706,0.48576909992480105
2012-01-16,1.334666552825924,0.384762784671817
2012-01-17,1.274615393050673,0.113420078757825
2012-01-18,1.135831993444365,0.195677293412079
2012-01-19,1.186439476195095,0.29986839238815205
2012-01-20,1.234682193350109,0.31024088678051
2012-01-21,1.2214174521228751,0.23916814951384402
2012-01-22,1.196756319204823,0.271983069697499
2012-01-23,1.2085454737596941,0.306444859102575
2012-01-24,1.210049136285662,0.27635310045981304
2012-01-25,1.173794332204917,0.16155659331388703
2012-01-26,1.091540860551332,0.041686017117981006
2012-01-27,1.021773313616346,0.031177580955619004
2012-01-28,1.061217626026723,0.13421982687041
2012-01-29,1.065356796379798,0.063303522717733
2012-01-30,1.061899269776183,0.090317389663947
2012-01-31,1.067259031561446,0.08910907659181301
2012-02-01,1.083318804626382,0.24356326258547803
2012-02-02,1.161050777677158,0.251812676029682
2012-02-03,1.1486589046081321,0.20995857608964502
2012-02-04,1.142436008183765,0.18819084228281202
2012-02-05,1.104523370507601,0.129122673086245
2012-02-06,1.084388616369011,0.078241567489938
2012-02-07,1.078377280314601,0.138394128951172
2012-02-08,1.091981647816744,0.135118539273863
2012-02-09,1.102252297493257,0.181660994710789
2012-02-10,1.135711590964959,0.20571860735927502
2012-02-11,1.12594229994522,0.11671276092650101
2012-02-12,1.094196537008757,0.09265691602629801
2012-02-13,1.05081595422981,0.061473482535064
2012-02-14,0.9391601818359281,-0.17435580813741502
2012-02-15,0.9144436614030501,-0.184045976825952
2012-02-16,0.8393367965528641,-0.21768528400429
2012-02-17,0.880346473440433,-0.187754348109786
2012-02-18,0.8580225186806311,-0.20092636283474102
2012-02-19,0.8537349043851261,-0.17375870434179
2012-02-20,0.8709818366687061,-0.171645601739976
2012-02-21,0.8656785505125151,-0.189739172135958
2012-02-22,0.8879925338115721,-0.149745660599338
2012-02-23,0.9501730851786211,0.003974660476583
2012-02-24,0.992256752603843,0.005957066692764
2012-02-25,0.9807085820212591,-0.064848534287614
2012-02-26,0.9759729641113951,-0.023045967788912002
2012-02-27,0.9843636987280421,-0.014559977260756002
2012-02-28,0.9771552216332521,-0.04113160652318101
2012-02-29,0.9725072573451051,-0.031614796018203
2012-03-01,0.985353100883497,-0.015237180457440002
2012-03-02,0.9472997636200181,-0.06944834616301901
2012-03-03,0.940574716077135,-0.088985999969885
2012-03-04,0.9455823067978051,-0.038292509559598
2012-03-05,0.983159629104375,-0.043195747442003
2012-03-06,0.9916269782128101,0.007199987928408
2012-03-07,0.994352158098264,-0.012710922166610001
2012-03-08,0.9786738828045951,-0.010254482785635
2012-03-09,0.9837687840615661,-0.028812807229783
2012-03-10,0.9690958932856871,-0.035197609080377
2012-03-11,0.9811003671822761,-0.017671421497206
2012-03-12,0.980225619999023,-0.015570318542724
2012-03-13,1.009078991252107,0.086111702816222
2012-03-14,1.071164490495637,0.114680842752265
2012-03-15,1.066906046163734,0.103042807985566
2012-03-16,1.066872161107055,0.09894920248970901
2012-03-17,1.068611213159634,0.054567467408185
2012-03-18,1.050057704204743,0.076275689213101
2012-03-19,1.023422046977172,-0.084734128525511
2012-03-20,0.962937474619531,-0.037726027711713
2012-03-21,0.9689448895910111,-0.043084594504263
2012-03-22,0.9669510548458061,-0.05575176321195301
2012-03-23,0.9476835099624651,-0.07999894174090101
2012-03-24,0.9413604095383531,-0.07782012416909001
2012-03-25,0.9243757754487971,-0.10897065103164
2012-03-26,0.9362060490046751,-0.077853625977016
2012-03-27,0.945033854720933,-0.034838435740897004
2012-03-28,0.9697420457520951,-0.035000240415237
2012-03-29,0.9624794687802791,-0.045421540337741005
2012-03-30,0.9824879012298371,0.000200588713544
2012-03-31,0.997990211521501,0.009823939774478001
2012-04-01,0.98793924822386,-0.010614926819666
2012-04-02,0.999477951380152,0.034187219012483006
2012-04-03,1.015036942320831,0.031410059582079
2012-04-04,1.015641295684331,0.008606905178382
2012-04-05,1.010164040387568,0.022037848151277
2012-04-06,1.016216724598693,0.023477771873023003
2012-04-07,0.9925867720832761,-0.037581061069157005
2012-04-08,0.9746748827905041,-0.016520106720479003
2012-04-09,0.9812316586729691,-0.008866016578569001
2012-04-10,0.993151992826331,-0.004513999827459
2012-04-11,1.00127288256297,0.012842737501807
2012-04-12,1.004609554128378,0.013147006706228
2012-04-13,1.002461883884111,0.015743956513952002
2012-04-14,1.020213925457485,0.021991954494582
2012-04-15,1.01160846475436,0.032033153410021005
2012-04-16,1.012417209211191,0.023668216234452002
2012-04-17,1.017912540146825,0.031085488332446003
2012-04-18,1.045954424059079,0.076636707962041
2012-04-19,1.054091372058025,0.066631165144586
2012-04-20,1.059745807193487,0.13975626677844802
2012-04-21,1.083246222328404,0.101328525928408
2012-04-22,1.063590140508738,0.08841014380098201
2012-04-23,1.056646344014808,0.070870584243081
2012-04-24,1.037832200140029,0.050149950039005006
2012-04-25,1.040627811410455,0.074819268809341
2012-04-26,1.039080615791969,0.057683058670659
2012-04-27,1.038915287588165,0.059625803399617004
2012-04-28,1.018623991757537,0.022312051598673003
2012-04-29,1.008155224951349,-0.00201318343418
2012-04-30,1.009952690561977,0.016229922062446
2012-05-01,1.014965058014581,0.033904959834503
2012-05-02,1.040857424561129,0.043363112638511
2012-05-03,1.039575768206182,0.064041449564085
2012-05-04,1.043789821269938,0.061008794288241006
2012-05-05,1.035223631889673,0.046030958970709
2012-05-06,1.034673105792975,0.051808136650111004
2012-05-07,1.03425873983805,0.051094238618130006
2012-05-08,1.03189036453301,0.051052077675114
2012-05-09,1.035191380524026,0.032464665698108006
2012-05-10,1.029646171129525,0.027709263482937
2012-05-11,1.011833001459752,0.02541258626821
2012-05-12,1.012729015231323,0.01988769647672
2012-05-13,1.015545077887613,0.016085307738972
2012-05-14,1.016759490789585,0.039451700563759004
2012-05-15,1.02465844164569,0.039071875109454
2012-05-16,1.036606038939259,0.05402741331785001
2012-05-17,1.042723868048615,0.066327648328523
2012-05-18,1.047284669442409,0.078200789606035
2012-05-19,1.049473853452984,0.07484838653782801
2012-05-20,1.05349067119071,0.076566282292651
2012-05-21,1.052551560226222,0.077762609117524
2012-05-22,1.052664005150557,0.07834058086986301
2012-05-23,1.05820283247384,0.090312574758241
2012-05-24,1.061640797643859,0.090219083961054
2012-05-25,1.062521485302676,0.094610244640457
2012-05-26,1.062132023278401,0.088960473409588
2012-05-27,1.061215256287472,0.089003504280212
2012-05-28,1.063342321037383,0.098638696519001
2012-05-29,1.064679492740518,0.102386119325129
2012-05-30,1.068603991021236,0.09823316629927
2012-05-31,1.0749358226234471,0.11804961709910601
2012-06-01,1.091695486542655,0.13966803217742202
2012-06-02,1.09011255691633,0.09868857122249401
2012-06-03,1.087312336712518,0.127079563082266
2012-06-04,1.090579728902679,0.140021665643373
2012-06-05,1.120607866329789,0.18204580863469
2012-06-06,1.131565122356065,0.184879248808228
2012-06-07,1.140283260576764,0.23500359722985603
2012-06-08,1.165263894323733,0.24518037564993403
2012-06-09,1.162437772905891,0.22282862272688203
2012-06-10,1.140432754028763,0.19441316170966602
2012-06-11,1.137915084343038,0.230614760594499
2012-06-12,1.156948039382334,0.271128293228781
2012-06-13,1.204369578893017,0.321616645829896
2012-06-14,1.215653160300617,0.333664972424881
2012-06-15,1.236193533037127,0.5091651708335111
2012-06-16,1.326037857627656,0.473460145477591
2012-06-17,1.30647209703602,0.384650374278378
2012-06-18,1.281597336099207,0.424523329995646
2012-06-19,1.314909045218325,0.48404384580886906
2012-06-20,1.34274414059822,0.541870647993971
2012-06-21,1.362736949093054,0.5359193001250371
2012-06-22,1.34715559988697,0.48626654432166105
2012-06-23,1.3150295860883991,0.45950009599226105
2012-06-24,1.298480538405689,0.43194343299417703
2012-06-25,1.2794021723167162,0.41895725479482704
2012-06-26,1.295644895482878,0.45973361934794205
2012-06-27,1.31493925160395,0.5146034357756231
2012-06-28,1.3334059190609882,0.497724328915127
2012-06-29,1.338876091329128,0.52247285098092
2012-06-30,1.345295941166025,0.527468055633474
2012-07-01,1.340099115653899,0.5055431664894451
2012-07-02,1.347004151483275,0.545896249942827
2012-07-03,1.325219640670685,0.45195729068272306
2012-07-04,1.309307511367285,0.46913151822422405
2012-07-05,1.332708705817549,0.512801292490291
2012-07-06,1.329200717116752,0.520222528265341
2012-07-07,1.346853910989485,0.565722964052734
2012-07-08,1.357150037351001,0.5539239949314531
2012-07-09,1.369470870208911,0.596889542831155
2012-07-10,1.436479222809836,0.6865080287674381
2012-07-11,1.43438353075473,0.677704743053083
2012-07-12,1.447962303605193,0.8296800707289551
2012-07-13,1.5308047477596611,0.8107099253364941
2012-07-14,1.5300832194255891,0.7970410665913971
2012-07-15,1.5176601211653562,0.811093814667396
2012-07-16,1.569500325425572,1.04824055862078
2012-07-17,1.6549573698884341,1.12710078400441
2012-07-18,1.765070181194783,1.23221511811886
2012-07-19,1.782602508796087,1.14566104057181
2012-07-20,1.614881381759108,1.03990196377553
2012-07-21,1.70027403080762,1.12893992499251
2012-07-22,1.695722795248091,1.02638402593305
2012-07-23,1.6792788749359122,0.99998558126531
2012-07-24,1.6692632807318821,1.03205725846961
2012-07-25,1.643155476598774,1.09469282510545
2012-07-26,1.684056216971457,1.0901386887424
2012-07-27,1.7055688543198562,1.1056292537817
2012-07-28,1.700081209704402,1.10140433191426
2012-07-29,1.676991348196607,1.03501222034996
2012-07-30,1.693625139522205,1.16245229786094
2012-07-31,1.753385287511801,1.23596612651349
2012-08-01,1.776913718271863,1.27762465648463
2012-08-02,1.828088450797956,1.51597027209183
2012-08-03,1.981008698187777,1.64826267104491
2012-08-04,2.039522198703834,1.62367780687714
2012-08-05,1.930555172842392,1.61149340133194
2012-08-06,1.9857469065541262,1.63509511675993
2012-08-07,1.9709902610243542,1.61855461511669
2012-08-08,1.991240155221517,1.6576049113437499
